GEOID,DAC_Desig,REDC,County,City_Town,NYC_Region,Urb_Rural,Trib_Desig,HH_Low_Cnt,Pop_Cnt,HH_Cnt,Rank_State,Rank_NYC,Rank_ROS,Comb_Sc,Burden_Pct,Vulner_Pct,Burden_Sc,Vulner_Sc,Benzene,PM25,Traff_Trk,Traff_Veh,Waste_H2O,Vacancy,Ind_LU,Landfills,Oil_Stor,Waste_Com,Pwr_Gen,RMP_Sites,Rem_Sites,Scrap_Met,Ag_LU,Coast_Fld,Days_90_D,Drv_Health,In_Flood,Low_Veg,Asian_Pct,Black_Pct,Redline,Lat_Pct,Eng_Prof,Native_Pct,LMI_80_AMI,LMI_Fed,No_College,HH_Single,Unemploymt,Asthma,COPD,HH_Disab,Birth_Wt,MI_Rates,Health_Ins,Age_Ovr_65,Prem_Death,Internet,Energy_Aff,Homes_1960,Mobile,Rent_Inc,Rent_Pct,OBJECTID,Shape__Area,Shape__Length
36081036500,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2992,739,92.5717,87.2015,0,108.450324118025,85.6286,86.8592,40.9231178703734,67.5272062476518,97.782340862423,69.5114409400124,74.2390194075587,81.8696290085936,0,95.9634586785638,50.7918552036199,0,0,0,0,38.1934419467932,0,0,0,0,96.2947882736156,41.3757909777506,0,97.7157917856358,61.849710982659,65.2951314088755,80.844757317525,98.9651531151003,95.7352941176471,64.3176733780761,70.5316031812474,79.2547624031819,98.8075313807531,70.2447402318592,43.2386961093586,69.6657557284002,69.6867773807021,1.23430962343096,62.2045597155407,17.5752473163544,99.6221662468514,3.4526051475204,53.1847803237334,65.3425809163514,94.0351611552951,90.6485355648536,0,98.4322033898305,77.5335008375209,13,289963.28515625,2200.63351274347
36107020500,Designated as DAC,Southern Tier,Tioga,Owego village,Rest of State,suburban,No,No,3829,1774,62.7537,0,79.2846,86.7639957137377,85.7734,45.407,40.9922623801841,45.7717333335536,24.9897330595483,30.5297876726448,74.1573033707865,37.3925801718717,83.5420393559928,61.9502868068834,75.0301568154403,0,0,0,0,9.8164570014436,57.4183976261128,74.7311827956989,45.6983805668016,0,19.4014657980456,67.197387221882,86.7418899858956,29.5189984625522,28.0346820809249,25.8078414476519,0,23.1890179514256,0,19.8266219239374,40.623691921306,76.2821854720536,63.6610878661088,75.8265349935595,57.981072555205,1.61866722724406,33.6346436829935,85.1464435146444,34.6998535871157,24.6895390444117,44.7313182199832,62.6700146474158,30.7126340130334,72.0260613703237,82.5240686479699,64.6443514644351,13.2362673726009,73.0932203389831,59.8827470686767,14,13086509.4179688,16749.1482746192
36117021200,Designated as DAC,Finger Lakes,Wayne,Newark village,Rest of State,rural,No,No,4642,1855,71.6259,0,84.9478,91.6169133137512,50.4549,75.0785,32.1490018701124,59.4679114436387,19.1786447638604,16.9655741084313,18.7538304392237,27.4156361349822,85.2236135957066,28.064584661143,91.3751507840772,0,0,0,0,19.3235718704888,87.3145400593472,0,75.5060728744939,0,56.0260586319218,55.0928760971627,0,23.2813529540962,28.1458425967096,50.1938819474364,0,56.0295670538543,40.9558823529412,80.2293064876958,60.9669317706153,51.3711534435838,72.6569037656904,90.1245169600687,12.2818086225026,55.2238805970149,85.2638217363885,95.6066945606695,69.5670361848986,94.8431909071774,28.7153652392947,37.9368068633605,42.1694345175531,71.7948717948718,82.5240686479699,51.9037656903766,52.6141628060887,78.6440677966102,55.0251256281407,15,18807725.1523438,26737.0593557761
36117021502,Designated as DAC,Finger Lakes,Wayne,Wolcott village,Rest of State,rural,No,No,4144,1807,63.1304,0,79.5827,87.0040227584736,43.0108,69.638,30.9195150277823,56.0845077306913,7.08418891170431,11.5027829313544,6.55771195097038,2.64095577447076,0,93.1803696622052,33.3534378769602,0,0,0,0,21.4270983707981,0,0,78.8967611336032,59.6654275092937,62.4592833876222,96.5094917330067,0,7.51153085877444,5.24677634504224,36.3851788022404,0,6.23020063357973,1.93627450980392,25.251677852349,65.257429886982,75.6332426208918,90.2301255230125,67.3465006440532,58.2965299684543,32.8147992432205,90.3090182888375,93.2008368200837,30.202886425434,86.8448747632077,83.2913518052057,71.8141870684243,66.4073996216103,77.5746111811686,97.697781498535,43.4309623430962,88.0211780277962,60.1906779661017,35.5318257956449,16,195246370.976563,59796.4917588486
36117021100,Designated as DAC,Finger Lakes,Wayne,Newark village,Rest of State,rural,No,No,4807,2154,61.3308,0,78.0551,85.935023442908,36.4144,69.9519,29.7176929751365,56.2173304677715,18.5420944558522,17.1511028653886,19.1624106230848,22.5738838817858,85.474060822898,17.569577225409,75.8142340168878,0,0,0,0,16.0857908847185,78.7091988130564,0,88.663967611336,0,56.0260586319218,30.4347826086957,0,21.0191082802548,21.6318363717208,58.8108573890564,0,23.5269271383316,0,79.8657718120805,59.5437421515278,69.9183588025958,89.4560669456067,57.7071704594247,87.1293375394322,55.2238805970149,85.2638217363885,87.9916317991632,69.5670361848986,94.8431909071774,31.4021830394626,92.9901653065495,42.1694345175531,61.8327028163094,58.4972791963165,49.3096234309623,26.1416280608868,30.7838983050847,52.1566164154104,17,20602242.9921875,22461.5840058522
36117021700,Designated as DAC,Finger Lakes,Wayne,Savannah,Rest of State,rural,No,No,3911,1350,58.2758,0,75.8197,84.5951169022402,37.6758,66.6667,29.9464813653814,54.6486355368588,9.65092402464066,13.9764996907854,3.12563840653728,1.36239782016349,76.1001788908766,56.0866794136393,64.5355850422196,0,0,0,0,23.551247679934,0,0,94.0789473684211,0,56.0667752442997,93.5292916921821,0,5.09554140127389,9.49310804802134,34.46790176648,0,25.4065469904963,15.1960784313725,52.824384787472,67.7270824612809,53.7157211639104,95.5020920502092,42.1425504508373,63.0073606729758,32.8147992432205,90.3090182888375,89.4351464435146,30.202886425434,86.8448747632077,94.416456759026,44.9047917974472,66.4073996216103,85.9815048339639,97.697781498535,30.8995815899582,84.9106551952349,43.9194915254237,17.3994974874372,18,456373387.53125,103828.979778887
36117021600,Designated as DAC,Finger Lakes,Wayne,North Rose,Rest of State,rural,No,No,3880,1520,53.6514,0,72.2802,82.3386347131469,33.0645,63.5698,29.0443406813563,53.2942940317905,8.72689938398357,13.1519274376417,2.53319713993871,2.38943617690212,22.8980322003578,70.405778627576,61.8214716525935,0,0,0,0,72.9016292018973,0,0,92.3582995951417,2.78810408921933,59.2630293159609,93.774239640743,0,2.15242697122775,7.26989773232548,19.0435157259802,0,24.8996832101373,34.0196078431373,64.0939597315436,46.6513185433236,59.284069499686,92.6569037656904,19.4718763417776,89.9474237644585,32.8147992432205,90.3090182888375,85.9832635983264,30.202886425434,86.8448747632077,81.2972292191436,74.2414731115296,66.4073996216103,83.1862126944094,94.0351611552951,39.6443514644351,89.6095301125083,12.6694915254237,28.3710217755444,19,346185262.765625,83713.5835295992
36081037100,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,1335,402,90.4373,83.3333,0,106.422464824161,93.0935,77.4639,45.4293128718356,60.9931519523255,98.4188911704312,68.6044114615543,89.4586312563841,98.6585621463006,0,95.8359889526238,0,0,0,0,0,41.7405650649618,0,0,0,39.6840148698885,96.2947882736156,53.9293733414983,17.9125528913963,78.3878761256315,85.0822587816807,73.5028005170185,62.3564283067803,91.5522703273495,75.9313725490196,95.9451901565996,57.4508162411051,53.2551810759891,68.9121338912134,22.4774581365393,38.9695057833859,69.6657557284002,69.6867773807021,65.4602510460251,62.2045597155407,17.5752473163544,74.8530646515533,73.0487549696589,53.1847803237334,61.5174443043296,94.0351611552951,75.2719665271967,0,47.6059322033898,32.5586264656616,20,327127.8671875,2763.38971443045
36081037300,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2255,646,85.792,76.0745,0,102.027369111314,91.5012,73.0278,44.0080829636201,58.0192861476943,97.6591375770021,67.2232529375386,88.3758937691522,97.9668832529868,0,91.8206925855109,70.5882352941177,0,0,0,0,37.0798102701588,57.4183976261128,0,0,4.08921933085502,96.2947882736156,51.3574198816085,4.58392101551481,75.4008346145399,81.5028901734104,68.8927186557518,75.6206002223046,95.6282998944034,94.5098039215686,30.1454138702461,58.915864378401,47.5402972576931,80.2092050209205,25.203950193216,21.0725552050473,69.6657557284002,69.6867773807021,32.3640167364017,62.2045597155407,17.5752473163544,86.0411418975651,5.06382088302992,53.1847803237334,58.890290037831,94.0351611552951,65.8995815899582,0,61.25,66.5201005025126,21,415373.21875,3017.09496055201
36081038100,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,7216,1774,86.5035,77.1251,0,102.707778056675,77.5848,83.0927,38.1593762189309,64.5484018377442,96.9199178644764,66.9964955679241,83.3299284984678,91.0710542863131,0,30.5289993626514,32.1266968325792,0,0,0,0,33.7595380490823,0,0,0,0,96.2947882736156,48.2547458665034,0,78.2341313419723,51.7341040462428,63.9379577768203,100,99.2608236536431,97.1323529411765,73.8255033557047,96.965257429887,78.9616914381411,96.1297071129707,38.7290682696436,47.8233438485804,59.281059491276,31.4483918435989,16.1506276150628,46.496548839155,3.24142285834561,99.7900923593619,2.90855827578991,95.7956695396258,55.1071878940731,82.5240686479699,42.6150627615063,0,90.1906779661017,67.3994974874372,22,496325.3359375,2825.87378201892
36117020800,Designated as DAC,Finger Lakes,Wayne,Sodus Point village,Rest of State,rural,No,No,2685,1238,54.3419,0,72.9508,82.6405625313834,68.6725,48.0644,35.8833520940246,46.7572104373588,9.09650924024641,14.6155431869718,29.070480081716,3.60511423181723,13.1305903398927,94.6250265561929,0,0,0,0,0,48.6492060218602,0,74.7311827956989,91.1437246963563,67.5650557620818,62.4592833876222,88.2220861400286,0,6.83066110256974,20.987105380169,26.4110297285653,0,1.81626187961985,8.65196078431373,18.4843400447427,48.7442444537463,59.0747330960854,82.7615062761506,45.8995276942894,19.0956887486856,50.3678789152827,91.2970359470254,58.4937238493724,54.6538381091822,81.8564512734161,17.3593618807725,98.8072818581293,52.764347277696,58.5329970575872,94.0351611552951,49.2677824267782,76.0423560555923,56.1864406779661,7.78894472361809,23,138159843.367188,59037.477951383
36117021400,Designated as DAC,Finger Lakes,Wayne,Lyons,Rest of State,rural,No,No,3292,1310,80.8956,0,90.4993,97.6508113989442,75.4549,75.8736,37.6274943573647,60.0233170415795,17.2279260780287,15.9554730983302,17.9979570990807,22.0708446866485,84.9016100178891,90.5035054174633,61.8214716525935,0,37.7777777777778,0,0,74.1596205403176,0,74.7311827956989,86.8421052631579,0,56.0260586319218,79.730557256583,0,21.0410718207775,13.428190306803,68.3757001292546,0,21.583949313622,0,0,75.9941398074508,82.1017374921499,91.652719665272,79.7981966509231,96.0252365930599,55.2238805970149,85.2638217363885,95.0836820083682,69.5670361848986,94.8431909071774,12.2376154492023,72.4419334588826,42.1694345175531,62.9255989911728,82.5240686479699,62.3849372384937,56.2541363335539,72.1186440677966,43.21608040201,24,21252720.3632813,21897.7137748449
36081008700,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,4052,1391,98.8073,97.7555,0,121.422897049252,95.2854,93.8481,48.1203011824723,73.3025958667801,91.1498973305955,82.9931972789116,35.4239019407559,18.1303709914064,99.5706618962433,88.7614191629488,80.2036199095023,0,0,0,48.134328358209,79.1709630851722,57.4183976261128,0,0,91.2639405204461,78.521986970684,24.4131455399061,0,68.987480781902,43.5971542907959,85.2218871176217,100,88.2787750791975,78.0882352941177,52.2651006711409,99.6442025952281,93.9920452166632,84.9581589958159,85.2297123228853,96.0672975814932,78.1374816060542,66.6596594492327,90,41.5394268981385,61.0818774994738,64.735516372796,25.2772546557857,54.8454908555812,91.4249684741488,58.4972791963165,70.5020920502092,0,51.25,100,25,446430.7890625,2813.66491486233
36081009100,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2303,1087,92.6344,87.297,0,108.507351403758,99.6071,55.5346,58.6744320832804,49.8329193204773,91.3347022587269,82.1067821067821,85.270684371808,82.0792286732341,99.9642218246869,92.5855109411515,93.6651583710407,0,0,0,0,86.0177356155908,78.7091988130564,0,0,75.7434944237918,78.521986970684,19.7591345172484,77.8561354019746,70.7665275642433,75.4335260115607,39.5088323998277,79.3256761763616,83.5902851108765,79.6323529411765,0,65.3830054416074,48.0845719070546,34.3514644351464,0.25762129669386,48.6225026288118,78.1374816060542,66.6596594492327,65.2301255230125,41.5394268981385,61.0818774994738,57.5146935348447,70.6633186859176,54.8454908555812,62.442202606137,25.7639179573043,24.3933054393305,0,15.5296610169492,69.8073701842546,26,325247.75390625,3730.34939041719
36081007900,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2685,1183,89.1191,80.8978,0,105.267982179336,95.182,71.6259,48.0216279039858,57.2463542753503,92.135523613963,83.1374974232117,52.9519918283963,45.8394466568853,99.0697674418605,92.7129806670916,71.4932126696833,0,0,0,33.955223880597,76.9643225407301,0,0,0,79.7397769516729,78.521986970684,2.40865482751582,0,100,90.6625166740774,0,74.7313819933309,74.9524815205913,76.0294117647059,0,77.8777731268313,75.716977182332,24.163179916318,51.803349076857,57.3501577287066,78.1374816060542,66.6596594492327,55.3347280334728,41.5394268981385,61.0818774994738,68.5348446683459,60.054404687173,54.8454908555812,70.7019756200084,58.4972791963165,45,0,79.6610169491525,84.3383584589615,27,280122.6015625,2160.52306025409
36081008100,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,1269,590,83.574,72.4928,0,100.003753734206,97.0637,54.5512,50.5775275621084,49.4262261720972,91.9507186858316,83.6528550814265,48.314606741573,39.6562565499895,97.4239713774598,90.2273210112598,85.972850678733,0,0,0,79.6641791044776,77.0468137760363,57.4183976261128,0,0,76.2081784386617,78.521986970684,9.53255766482956,0,95.9587085438173,78.1680746998666,46.2731581214993,100,87.6451953537487,74.093137254902,0,89.4097948932608,41.8672807201172,22.2803347280335,9.51051953628166,35.6887486855941,78.1374816060542,66.6596594492327,0.209205020920502,41.5394268981385,61.0818774994738,96.3685978169605,0.962544465369324,54.8454908555812,0,25.7639179573043,45.6276150627615,0,60.9322033898305,81.0929648241206,28,196021.51171875,2308.33967136542
36081008300,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2409,963,79.933,67.192,0,97.0856954717437,86.7039,68.6545,41.4193390082904,55.6663564634533,91.7453798767967,82.5809111523397,52.2369765066394,59.9874240201216,99.8211091234347,94.263862332696,84.5022624434389,0,0,0,0,81.2126211590019,0,0,0,10.8736059479554,78.521986970684,8.04245764441723,0,81.1113551504503,86.4606491774122,51.723395088324,78.5846609855502,85.4910242872228,82.9656862745098,28.2718120805369,75.3244035161155,57.3581745865606,37.3221757322176,19.3215972520395,17.3501577287066,78.1374816060542,66.6596594492327,23.4937238493724,41.5394268981385,61.0818774994738,97.879932829555,14.7729650554509,54.8454908555812,38.6717108028583,58.4972791963165,42.1548117154812,0,77.0550847457627,86.892797319933,29,333955.8515625,2837.66378092541
36081009400,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2769,716,79.2425,66.3801,0,96.6030732978774,54.3838,81.7954,32.9406791241899,63.6623941736875,58.8501026694045,62.0490620490621,49.4790602655771,46.9712848459442,0,79.2649245804122,49.6606334841629,0,0,0,0,80.5114456588987,0,0,0,0,43.9332247557003,51.1328842620943,0,100,97.2209871053802,61.0943558810857,62.3564283067803,78.6906019007392,24.8039215686275,66.3031319910515,77.1661783172876,58.3211220431233,56.652719665272,75.8480034349506,58.7592008412198,70.191297035947,36.1782636115199,35,97.4273164609914,97.3689749526416,83.2493702770781,24.5448838669178,83.6661761614463,45.6284153005465,94.0351611552951,86.255230125523,0,56.5254237288136,55.8417085427136,30,300138.6484375,2843.08778773982
36081009500,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2276,850,74.9529,59.9809,0,93.6423433241947,93.383,50.9312,45.8697783040118,47.7725650201829,92.0123203285421,81.0348381776953,94.6884576098059,93.9006497589604,99.7853309481216,90.057361376673,0,0,0,0,65.1119402985075,82.7180862033409,0,0,0,0,78.521986970684,21.7187181057359,0,94.0478805183396,82.1031569586483,44.6790176647997,62.3564283067803,59.1974656810982,78.4803921568627,25.3076062639821,59.5856006697363,52.1875654176261,14.9163179916318,31.9021039072563,60.4416403785489,51.1877233550557,24.3430733655665,18.0543933054393,42.8362267308095,28.5413597137445,60.7472712006717,31.8476668759155,34.034055076729,56.4733081126524,58.4972791963165,73.1589958158996,0,35.2330508474576,78.9363484087102,31,287145.31640625,2430.46595354853
36081009800,Designated as DAC,New York City,Queens,New York city,NYC,urban,No,No,2705,673,72.8186,56.4947,0,92.3148350469411,30.0248,82.1929,28.4049296725539,63.9099053743872,59.0143737166324,60.7709750566893,41.5730337078652,25.2567595891847,0,34.714255364351,7.12669683257919,0,0,0,0,71.4167869663848,0,0,0,0,43.9332247557003,50.8062869973464,0,96.3979793542719,93.8417074255225,67.8155967255493,62.3564283067803,63.0834213305174,58.75,25.1398210290828,81.4148179154458,67.1760519154281,82.1757322175732,47.4023185916702,87.4237644584648,70.191297035947,36.1782636115199,12.5523012552301,97.4273164609914,97.3689749526416,93.9546599496222,23.9799121155053,83.6661761614463,26.5447667087011,82.5240686479699,92.2175732217573,0,62.7966101694915,66.1222780569514,32,236318.91015625,2745.10657413928
